0,not_recom,great_pret,critical,complete,1,convenient,convenient,nonprob,not_recom
1,not_recom,great_pret,critical,complete,1,convenient,convenient,problematic,not_recom
2,not_recom,great_pret,critical,complete,1,convenient,convenient,slightly_prob,not_recom
3,not_recom,great_pret,critical,complete,1,convenient,inconv,nonprob,not_recom
4,not_recom,great_pret,critical,complete,1,convenient,inconv,problematic,not_recom
5,not_recom,great_pret,critical,complete,1,convenient,inconv,slightly_prob,not_recom
6,not_recom,great_pret,critical,complete,1,critical,convenient,nonprob,not_recom
7,not_recom,great_pret,critical,complete,1,critical,convenient,problematic,not_recom
8,not_recom,great_pret,critical,complete,1,critical,convenient,slightly_prob,not_recom
9,not_recom,great_pret,critical,complete,1,critical,inconv,nonprob,not_recom
10,not_recom,great_pret,critical,complete,1,critical,inconv,problematic,not_recom
11,not_recom,great_pret,critical,complete,1,critical,inconv,slightly_prob,not_recom
12,not_recom,great_pret,critical,complete,1,less_conv,convenient,nonprob,not_recom
13,not_recom,great_pret,critical,complete,1,less_conv,convenient,problematic,not_recom
14,not_recom,great_pret,critical,complete,1,less_conv,convenient,slightly_prob,not_recom
15,not_recom,great_pret,critical,complete,1,less_conv,inconv,nonprob,not_recom
16,not_recom,great_pret,critical,complete,1,less_conv,inconv,problematic,not_recom
17,not_recom,great_pret,critical,complete,1,less_conv,inconv,slightly_prob,not_recom
18,not_recom,great_pret,critical,complete,2,convenient,convenient,nonprob,not_recom
19,not_recom,great_pret,critical,complete,2,convenient,convenient,problematic,not_recom
20,not_recom,great_pret,critical,complete,2,convenient,convenient,slightly_prob,not_recom
21,not_recom,great_pret,critical,complete,2,convenient,inconv,nonprob,not_recom
22,not_recom,great_pret,critical,complete,2,convenient,inconv,problematic,not_recom
23,not_recom,great_pret,critical,complete,2,convenient,inconv,slightly_prob,not_recom
24,not_recom,great_pret,critical,complete,2,critical,convenient,nonprob,not_recom
25,not_recom,great_pret,critical,complete,2,critical,convenient,problematic,not_recom
26,not_recom,great_pret,critical,complete,2,critical,convenient,slightly_prob,not_recom
27,not_recom,great_pret,critical,complete,2,critical,inconv,nonprob,not_recom
28,not_recom,great_pret,critical,complete,2,critical,inconv,problematic,not_recom
29,not_recom,great_pret,critical,complete,2,critical,inconv,slightly_prob,not_recom
30,not_recom,great_pret,critical,complete,2,less_conv,convenient,nonprob,not_recom
31,not_recom,great_pret,critical,complete,2,less_conv,convenient,problematic,not_recom
32,not_recom,great_pret,critical,complete,2,less_conv,convenient,slightly_prob,not_recom
33,not_recom,great_pret,critical,complete,2,less_conv,inconv,nonprob,not_recom
34,not_recom,great_pret,critical,complete,2,less_conv,inconv,problematic,not_recom
35,not_recom,great_pret,critical,complete,2,less_conv,inconv,slightly_prob,not_recom
36,not_recom,great_pret,critical,complete,3,convenient,convenient,nonprob,not_recom
37,not_recom,great_pret,critical,complete,3,convenient,convenient,problematic,not_recom
38,not_recom,great_pret,critical,complete,3,convenient,convenient,slightly_prob,not_recom
39,not_recom,great_pret,critical,complete,3,convenient,inconv,nonprob,not_recom
40,not_recom,great_pret,critical,complete,3,convenient,inconv,problematic,not_recom
41,not_recom,great_pret,critical,complete,3,convenient,inconv,slightly_prob,not_recom
42,not_recom,great_pret,critical,complete,3,critical,convenient,nonprob,not_recom
43,not_recom,great_pret,critical,complete,3,critical,convenient,problematic,not_recom
44,not_recom,great_pret,critical,complete,3,critical,convenient,slightly_prob,not_recom
45,not_recom,great_pret,critical,complete,3,critical,inconv,nonprob,not_recom
46,not_recom,great_pret,critical,complete,3,critical,inconv,problematic,not_recom
47,not_recom,great_pret,critical,complete,3,critical,inconv,slightly_prob,not_recom
48,not_recom,great_pret,critical,complete,3,less_conv,convenient,nonprob,not_recom
49,not_recom,great_pret,critical,complete,3,less_conv,convenient,problematic,not_recom
50,not_recom,great_pret,critical,complete,3,less_conv,convenient,slightly_prob,not_recom
51,not_recom,great_pret,critical,complete,3,less_conv,inconv,nonprob,not_recom
52,not_recom,great_pret,critical,complete,3,less_conv,inconv,problematic,not_recom
53,not_recom,great_pret,critical,complete,3,less_conv,inconv,slightly_prob,not_recom
54,not_recom,great_pret,critical,complete,more,convenient,convenient,nonprob,not_recom
55,not_recom,great_pret,critical,complete,more,convenient,convenient,problematic,not_recom
56,not_recom,great_pret,critical,complete,more,convenient,convenient,slightly_prob,not_recom
57,not_recom,great_pret,critical,complete,more,convenient,inconv,nonprob,not_recom
58,not_recom,great_pret,critical,complete,more,convenient,inconv,problematic,not_recom
59,not_recom,great_pret,critical,complete,more,convenient,inconv,slightly_prob,not_recom
60,not_recom,great_pret,critical,complete,more,critical,convenient,nonprob,not_recom
61,not_recom,great_pret,critical,complete,more,critical,convenient,problematic,not_recom
62,not_recom,great_pret,critical,complete,more,critical,convenient,slightly_prob,not_recom
63,not_recom,great_pret,critical,complete,more,critical,inconv,nonprob,not_recom
64,not_recom,great_pret,critical,complete,more,critical,inconv,problematic,not_recom
65,not_recom,great_pret,critical,complete,more,critical,inconv,slightly_prob,not_recom
66,not_recom,great_pret,critical,complete,more,less_conv,convenient,nonprob,not_recom
67,not_recom,great_pret,critical,complete,more,less_conv,convenient,problematic,not_recom
68,not_recom,great_pret,critical,complete,more,less_conv,convenient,slightly_prob,not_recom
69,not_recom,great_pret,critical,complete,more,less_conv,inconv,nonprob,not_recom
70,not_recom,great_pret,critical,complete,more,less_conv,inconv,problematic,not_recom
71,not_recom,great_pret,critical,complete,more,less_conv,inconv,slightly_prob,not_recom
72,not_recom,great_pret,critical,completed,1,convenient,convenient,nonprob,not_recom
73,not_recom,great_pret,critical,completed,1,convenient,convenient,problematic,not_recom
74,not_recom,great_pret,critical,completed,1,convenient,convenient,slightly_prob,not_recom
75,not_recom,great_pret,critical,completed,1,convenient,inconv,nonprob,not_recom
76,not_recom,great_pret,critical,completed,1,convenient,inconv,problematic,not_recom
77,not_recom,great_pret,critical,completed,1,convenient,inconv,slightly_prob,not_recom
78,not_recom,great_pret,critical,completed,1,critical,convenient,nonprob,not_recom
79,not_recom,great_pret,critical,completed,1,critical,convenient,problematic,not_recom
80,not_recom,great_pret,critical,completed,1,critical,convenient,slightly_prob,not_recom
81,not_recom,great_pret,critical,completed,1,critical,inconv,nonprob,not_recom
82,not_recom,great_pret,critical,completed,1,critical,inconv,problematic,not_recom
83,not_recom,great_pret,critical,completed,1,critical,inconv,slightly_prob,not_recom
84,not_recom,great_pret,critical,completed,1,less_conv,convenient,nonprob,not_recom
85,not_recom,great_pret,critical,completed,1,less_conv,convenient,problematic,not_recom
86,not_recom,great_pret,critical,completed,1,less_conv,convenient,slightly_prob,not_recom
87,not_recom,great_pret,critical,completed,1,less_conv,inconv,nonprob,not_recom
88,not_recom,great_pret,critical,completed,1,less_conv,inconv,problematic,not_recom
89,not_recom,great_pret,critical,completed,1,less_conv,inconv,slightly_prob,not_recom
90,not_recom,great_pret,critical,completed,2,convenient,convenient,nonprob,not_recom
91,not_recom,great_pret,critical,completed,2,convenient,convenient,problematic,not_recom
92,not_recom,great_pret,critical,completed,2,convenient,convenient,slightly_prob,not_recom
93,not_recom,great_pret,critical,completed,2,convenient,inconv,nonprob,not_recom
94,not_recom,great_pret,critical,completed,2,convenient,inconv,problematic,not_recom
95,not_recom,great_pret,critical,completed,2,convenient,inconv,slightly_prob,not_recom
96,not_recom,great_pret,critical,completed,2,critical,convenient,nonprob,not_recom
97,not_recom,great_pret,critical,completed,2,critical,convenient,problematic,not_recom
